ID,Review,Date_of_review,Difficulty,Prof_rate,Course_ID,Prof_netlinkID
523,"Daniel German is good at lecturing, I'll give him that. However, if you have a conflict with office hours and try to contact him by email be prepared to get the most vague and useless replies. Also don't take a class with 42% pass fail midterms. That part is on me, but just don't don't it.","Feb 19th, 2024",5,2,CSC330,dmg
524,My girlfriend broke up with my because I spent every weekend doing his assignments for only 1% each (unessasarilly extra for 1%). but skill issue x2 I guess:(,"Jan 29th, 2024",5,1,CSC330,dmg
525,"Dangerman's teaching style can feel ""all or nothing"". His exams were weighed so heavily that each exam question was worth more to our final grades than all his assignments put together. Most of your learning is done out of class, watching his pre-recorded lecture videos. Put together, it can make falling behind pretty easy if you're not careful.","Jan 12th, 2024",3,,CSC370,dmg
526,"The lecture videos were decent and clear for the most part. A bit of an odd course structure (homework 3%, exams 97%), especially with the assignments being so long and in depth. I didn't do the assignments, but I found that the exams were pretty fair and easy as long as you watch all the lecture videos and do the practice problems. Not a bad prof.","Dec 15th, 2023",3,,CSC370,dmg
527,"Easily the worst professor I've had at UVic. Many mistakes in his lecture examples, prerecorded videos and answer keys. Exams were out of 16 marks (but he did scale to 15) and mostly multiple choice (few chances for part marks). horrible experience","Dec 13th, 2023",5,1,CSC370,dmg
528,"Possibly the worse professor I've ever had throughout my two degrees at UVic. Dismissive attitude toward students, disorganized, and puts forth the bare minimum effort. He is ok in office hours but lectures are terrible so be prepared to do all the learning on your own. AVOID AT ALL COSTS.","Dec 12th, 2023",5,1,CSC370,dmg
529,"Unforgiving grading scheme. Assignments were worth 1% each, and when I was 5 minutes late to hand one in he wouldn't accept it. Had trouble following his examples as he jumped from concept to concept and sometimes wouldn't finish them. I didn't feel comfortable going to his office hours due to his dismissive attitude towards students in lecture","Dec 10th, 2023",4,1,CSC370,dmg
530,"Extremely heavy tests. 97% in fact. The assignments are worth 3%. His lectures deteriorated over the course of the semester. Seems to ramble a lot. Great in office hours though, and it very knowledgeable when it comes to the subject matter.","Nov 30th, 2023",3,,CSC370,dmg
531,"Understands the material very well, but made some very poor decisions in course structure (97% for tests) and delivery. Online videos are decently explained but lectures are disorganized and waste too much time. Could be a great prof with some tweaks. Also he should start using brightspace like everyone else","Nov 23rd, 2023",4,2,CSC370,dmg
532,"He purposely creates misleading exams because he thinks it should be harder to pass the course. 97% of the graded material was split between 3 exams. His old reviews are good, so I don't know what changed in this man's head.","Nov 21st, 2023",5,1,CSC370,dmg
533,"Dan German is a petty and angry man. I fell into a trap by registering for his course, because he is clearly filled with hatred for students as ""it is too easy to pass courses at UVIC"" (his words). Of a total of 16 short answer/MC questions between two midterms (60% of our grade), at least 10 of them were purposely misleading. DO NOT TAKE!","Nov 9th, 2023",5,1,CSC370,dmg
534,"Started taking attendance halfway through the term because he wanted to blame people skipping lecture for bad grades rather than his teaching, disorganization, insane grading criteria, or extremely difficult and tricky test questions. I'm a +90% average student and am worried about realistically failing this course despite putting in heaps of time.","Nov 9th, 2023",5,1,CSC370,dmg
535,Great lecturer but bad person. His exams are mean - designed to trip you up :(,"Nov 8th, 2023",5,2,CSC370,dmg
536,"97% of the grade is from exams. The other 3% from unrealistically hard assignments. Daniel didn't like that some skipped lectures, so he changed the pre-lecture videos so that you'd miss some content. All while complaining that not enough were watching the lecture videos.","Nov 3rd, 2023",4,,CSC370,dmg
537,Great lectures and I quite enjoy the flipped lecture style - watching videos at home and having more problem-set solving focused lectures has been nice. The pre-lecture videos are only about 1.5 hours per week. What is awful is the 30% midterms with very few questions. Sucked losing a large percent of my final grade on one question.,"Oct 22nd, 2023",4,,CSC370,dmg
538,"Do you like 97% of your grade determined by 3 tests? Do you like losing 4% total grade on a single MC question? Do you like assignments worth 1% taking over 6 hours? Do you like disorganization? Do you like watching 1 hour of videos just to attend class? Do you like an otherwise easy course tanking your GPA? YES? Then, Dangerman is for you!","Oct 20th, 2023",5,1,CSC370,dmg
539,"This course was a project course based on writing assignments and research papers. The course involved heavy reading and writing research papers. Prior experience in writing research papers is essential to do well in this course. The lectures primarily focused on group discussions, so self-study outside of the class hour is necessary.","Aug 13th, 2023",4,,SENG480A,nernst
540,One of the best professors at Uvic CSC department. His lectures are amazing and his exams are really fair.,"Apr 27th, 2022",2,,SENG321,nernst
541,"He is a caring professor who genuinely listens to students concerns. Although the labs/assignments were designed in a weird way and did not help much to develop my understanding for the architecture design, his lectures are really good and helpful. Would take another class from him if I have a chance.","Dec 21st, 2021",4,,SENG350,nernst
542,"Neil is the worst. PLEASE PLEASE PLEASE, dont take this class unless you're ok with failing. He doesnt seem to know what he wants from the class or have clear objectives he wants us to meet. WARNING: Dont take his class if you're an introvert because he takes participation very seriously and wont regard you if you arent chatty with him in class","Jul 15th, 2020",3,1,SENG480A,nernst
543,WORST PROF EVER!!! His marking criteria is VERY vague and unclear. He doesn't have a specific marking rubric. How do you earn participation marks? attend all classes? post on slack forum? NOPE he just comes up with a mark. Plus you have to wait months to get your grades back. I could go on and on but my only advice is to RUN while you can!,"Jul 15th, 2020",4,1,SENG480A,nernst
544,"Very vague problems in the midterm, class avg around 50. Cannot explain things clearly. Few study materials.","Mar 30th, 2020",3,1,SENG330,nernst
545,"Neil is a passionate prof who cares about students. There is a work-intensive final project and he makes himself available for feedback. Participation is graded. The average of the midterm was 50% and he seemed okay with that. The questions were technically specific and difficult. It was tested on minute details about tech, which is ridiculous.","Feb 16th, 2020",3,,SENG350,nernst
546,His lectures are pretty interesting and he seems to have a passion for software architecture. Above average workload so prepare to do a lot of writing. You will be graded on participation.,"Dec 5th, 2019",4,,SENG480,nernst
547,"I was surprised how she would call students out during class. We were all shocked when she made a racist joke towards a student. I felt very uncomfortable during class. A significant amount of the grading for things such as participation, teamwork, and professionalism were left up in the air until after end of term.","May 15th, 2024",2,1,SENG321,danielad
548,"The course workload was heavy, but the grading was done fairly. You would connect with the organization for the project. The weekly quizzes were difficult and required a lot of reading. Fortunately, she allowed us to drop a few lower quizzes. The participation was confusing. You wouldn't get a good mark by simply attending all lectures.","May 5th, 2024",3,,SENG321,danielad
549,"Literally does not understand her own material to the degree that she can effectively communicate it, or at the very least is such a poor communicator that that's what it comes off as.","Sep 29th, 2021",4,1,SENG321,danielad
550,"Terribly disorganized, and honestly did very little in this course. One of her requirements for the course was to... lead the lectures. So 4/12 lectures were led by the students, and 2 or so were guest speakers. What are we even paying for here?","Aug 24th, 2021",4,1,SENG499,danielad
551,"Terrible prof for an interesting class. Zero marking rubrics for anything, in fact, the marking seems almost completely random and based on whether or not she knew who you were and/or liked you. Basically no marks returned for over 2/3rds of the course. Super disorganized and communicated very poorly. Pray you don't have her for this course.","Aug 24th, 2021",3,1,SENG499,danielad
552,"Excellent for learning requirements elicitation, communication, and documentation within a large team or group dynamic. You are paired up with companies around Victoria and given an application to work on, which is very cool.","Jun 1st, 2021",4,,SENG321,danielad
553,"Dana is serious about the material she is teaching, she puts her heart into the course and expects the same from you. If you are interested in the material covered in the course, I am certain you will enjoy her as a prof. If not, you may find the amount of course engagement expected from you a bit overwhelming. PS-She had amazing guest lectures!!","Mar 18th, 2021",3,,SENG421,danielad
554,"Dana is a solid choice. Online learning is tough on both students and professors; she and her TAs were frequently available outside of class to answer questions. Assignments are tough, start early. She responded to the class really well given the amount of unnecessary hate she got online; overall she's a fair teacher and is very kind.","Dec 15th, 2020",3,,SENG265,danielad
555,"I found her quite amazing, she does put in a lot of extra effort into the course compared to other professors. There is always help available when needed.","Dec 14th, 2020",4,,SENG265,danielad
556,"Dr. Damian does not have terrible reviews because this is a ""tough class."" It's because she's a bad prof. I learnt a lot by taking this class, but almost nothing from her. I feel cheated. I just paid $600 to read a bunch of free online documents and waste 3 hours a week in her lectures. The only redeeming thing was the guest speakers.","Dec 4th, 2020",4,1,SENG265,danielad
557,"Worst professor I have had/will have. Can't write/explain a simple line of code and don't know how she got her PHD. Very arrogant, condescending, disrespectful and dismissive to her students. Never gave a direct and clear answer what is covered in the exams & made midterms like assignments(very heavy). When she says ask Q's, what she means is DON'T","Dec 4th, 2020",5,1,SENG265,danielad
558,Enjoyed that we got to hear from people in industry for once in a class to show how school relates to careers. This class definitely takes work but it's a second year engineering course so ya you're gonna have to put in some effort and not expect the prof to hand hold you. But the prof and the TA's are all there outside of class time for any q's.,"Dec 4th, 2020",4,,SENG265,danielad
559,"I dont understand how someone that doesnt know how to code would teach a software development methods course. By far the word professor I have had, useless lectures (literally only reads off slides). Hard exams with no help of preparing what so ever. She also is rude to her students. TA basically did everything for course work related issues","Dec 4th, 2020",4,1,SENG265,danielad
560,"not able to code for lecture even there are student's help. also trying to give as low mark, long exam as possible. discourage student to learn. needed lot of work out of class, teaching myself, as not brave to hear that hit the cap. not sure how she teach other courses, but WILL avoid her class.","Dec 3rd, 2020",4,1,SENG265,danielad
561,Daniela Damian is extremely disrespectful and dismissive to her students. She can't code which is a huge problem when she is teaching it. She should be under review by the department because she should not be representing the University of Victoria.,"Dec 3rd, 2020",5,1,SENG265,danielad
562,Would be great if she didnt cap an amount of times a student could get confused and ask for help. What kind of professor DISCOURAGES learning?,"Dec 3rd, 2020",4,1,SENG310,danielad
563,"Don't take her for seng265 and I will not be taking any of her classes in the future. Always has a rude response or comment when someone is asking a question. Can't code thus cant teach a CODING class. Mabye she is better in-person, but this was without doubt the worst class i have ever taken at Uvic.","Dec 3rd, 2020",5,1,SENG265,danielad
564,By far the worst class I've ever taken. I learned more from the TA in the labs with the lectures being absolute chaos and a complete waste of time. I can't believe I had to spend money on this. Avoid at all costs.,"Nov 30th, 2020",5,1,SENG265,danielad
565,"definitely the worst prof I have ever had. she's rude to students, does not want to put in any effort to help them and just told the class to ""study more"" when the class average was 50% for the first midterm. never take a class with her, even if it means adding an extra semester onto your degree","Nov 29th, 2020",5,1,SENG265,danielad
566,"The content for this class is not unreasonably difficult but the way it was presented to me made it challenging to receive good grades. One of the biggest problems I found was this professor gave us no practice problems, practice tests, or any clear lists of content that would be covered on each test. This made studying a challenge.","Nov 29th, 2020",3,1,SENG265,danielad
567,"worst course i've ever taken. I feel cheated. Distributed computing is a very interesting topic. The course overwhelms students with large readings and videos that are the basis for a discussion posts, but are basically useless. Actual course material is somewhat lost. No real teaching. Project feels unrelated to distributed computing. No structure","Aug 30th, 2021",4,1,CSC462,ycoady
568,"Yvonne is an enthusiastic professor, but her issues were highlighted by online school. She is inaccessible beyond belief, ignoring emails, slack messages, etc. The course project had minimal direction, nothing gets graded, and the TAs know as little as the students. This course delivery was an embarrassing excuse for an interesting topic.","Aug 3rd, 2021",4,1,CSC462,ycoady
569,"Poor communication and assigns more work than most courses, which is a bad combination. Every assignment is confusing. She barely teaches anything (not exaggerating) and heavily relies on external videos, articles etc.. The lab format makes no sense and wastes a lot of time on public speaking about homework. Great personality, but lame teacher","Jun 5th, 2021",5,2,CSC462,ycoady
570,Awesome prof. Very understanding and knows what she is talking about. Hard assignments but will make sure you understand the concepts. Provides great resources and tries her best to prepare you for the real world. Would recommend if you want to learn from a great professor.,"Jun 29th, 2019",4,,CSC360,ycoady
571,She was very enthusiastic - it was entertaining at the beginning. It did not make up for the inconsistent lecturing: the lectures would cover simple topics repeatedly but would cover the hard topics very quickly. She extends the due dates of assignments and projects when the class asks and is generally an easy grader.,"May 6th, 2019",4,,CSC360,ycoady
572,"They are super passionate about technology. I loved their energy in class. I came in with a technology background, but this course could be difficult for new comers, as their lectures are all over the place.","Apr 23rd, 2019",2,,CSC130,ycoady
573,"She's really energetic, understanding, and seems to really care about students. However, at times the course was pretty disorganized. Grading distributions and assignment descriptions were often vague and unclear. Lectures were also sort of all over the place and the slides not very useful as a result. Has great energy but really hard to follow.","Apr 5th, 2019",4,,CSC360,ycoady
574,"Yvonne really cares about each student, but her lectures were all over the place. Still not sure what it is we were supposed to learn, every lecture she would just tell us how great our projects were going to be. Hardly any guidelines for anything, project groups were 1-8 people and everyone did it completely differently. She loved them all somehow","Apr 5th, 2019",1,,CSC371,ycoady
575,"Very nice, and very entertaining lectures. However, her assignments are quite vague and leave you wondering what exactly you're supposed to do. Also, tends to repeat the same points for multiple lectures.","Mar 28th, 2019",4,,CSC360,ycoady
576,"Awesome prof, comes into class rocking a Hawaiian shirt and is the most energetic and positive prof I've had at uvic. Teaches the concepts well and is super engaged when asking questions in class and at office hours. Definitely one of if not the best comp sci prof at uvic","Feb 11th, 2019",4,,CSC360,ycoady
577,"If you're outgoing and enjoy high energy teachers, you will not want to miss taking a class with Yvonne. She's passionate about technology and encourages everyone regardless of skill level.","Dec 21st, 2016",3,,CSC101,ycoady
578,"she talk too much without any benefit. she took her slides and assignment from other school if you ask her any question about her material, she misunderstand it.","Aug 20th, 2016",5,1,CSC462,ycoady
579,"Yvonne is a GREAT professor, definitely recommend her. However, you should know that the assignments were TOUGH and lectures can be a bit of a mess. Like others have said, she's very forgiving and really wants her students to gain some useable experience from the class so go talk to her if you're struggling! Most energetic prof you will ever have.","Jul 26th, 2016",4,,CSC462,ycoady
580,very good professor and genuinely cares about her students,"Jul 11th, 2016",2,,CSC360,ycoady
581,130 was all over the place for someone who has next to no coding experience but seeing her after class was a huge help!,"Jul 2nd, 2015",1,,CSC130,ycoady
582,Favorite professor!,"Jun 19th, 2015",4,,CSC446,ycoady
583,Very nice prof,"Apr 24th, 2015",1,,CSC130,ycoady
584,"130 was a bit of a mess. Class is really unorganized and honestly she doesn't teach that much material. You need some previous computer science coding knowledge to do good in this class. Saying that, she marks really easy! So that's a bonus. She is one of the nicest ladies you will ever meet though and has a great attitude on life :)","Dec 29th, 2014",1,,CSC130,ycoady
585,"Without a doubt the best prof I had during my entire time at UVic. Knowledgeable, helpful, and beyond enthusiastic.","Jan 13th, 2014",4,,CSC462,ycoady
586,"Loved her - so enthusiastic, positive, passionate. Although she doesn't teach many of the basics, she's extremely approachable and responds promptly to any emails. She loves teaching and she's extremely dedicated. No question is a dumb question. Highly recommend her.","Nov 27th, 2013",3,,CSC130,ycoady
587,"he seemed to hate our class as we were mainly psych majors and weren't super keen on comp sci. unapproachable, taught in a convoluted and uninformative manner. didn't clarify unless asked and then seemed annoyed that we didn't already know. learned more from my TA that semester than I did from him. would NOT recommend.","Jan 22nd, 2024",4,1,CSC106,nacenta
588,"I am not a big fan of the guy. The attendance was mandatory which is fair but the prof would ask people to show up early to class so that they could mark attendance. He didn't provide a lot of details to go on for the assignments. Even the examples he demonstrated in class as reference materials from prev groups, he considered them not good.","Dec 8th, 2023",3,2,CSC412,nacenta
589,PARTICIPATION IS REQUIRED. He takes everyone's OneCard for participation marks every class and the marks isn't for you to show up it's for the online BrightSpace quiz you have to do in class. so you have to be present and do the quiz (a couple question) which is based on the readings. He posts recordings of his lectures,"Oct 16th, 2023",3,,CSC412,nacenta
590,"Miguel seems to focus on a narrow subset of the lecture material and emphasize memorization over a comprehensive understanding of the topic! He selected specific, small details that were briefly said in the lecture for some parts of the midterms. As a result, you are being tested on memorization rather than a general understanding of the topic.","May 31st, 2023",2,1,CSC106,nacenta
591,"Miguel is a great teacher. He used metaphors and simple language to introduce concepts, and then gradually increased difficulty through application. Harsh reviews come from the flipped classroom layout that can be hard to stay on top of. Watch the pre-vids. If you're confused, go talk to him. He is very caring, helpful, and wants you to succeed","Apr 8th, 2023",3,,CSC106,nacenta
592,"Miguel is a great professor. I knew absolutely nothing about Computer Science before this class and was scared to take but it was amazing. I had never been so interested in a course before and ended up changing my major because of him. I would 100% take it again. If you go to class, participate in the labs and watch the videos, it is an easy pass.","Apr 7th, 2023",2,,CSC106,nacenta
593,"Spends little to no time teaching during lectures. Must watch videos prior to lectures, only to do worksheets during lecture time. Little to no explanation on how to complete assignments. Does not explain content in an understandable way.","Feb 27th, 2023",4,2,CSC106,nacenta
594,"Great prof, attendance is mandatory for quiz credit, but otherwise very accessible online course. Miguel is very clear in his teaching and the course content is not difficult if you are comfortable with very basic math and working with patterns. The grades he gives are fair based on the rubrics posted. Some assignment instructions were a bit vague.","Jan 10th, 2023",3,,CSC106,nacenta
595,He is very passionate about the course topic (Computing for Cognitive Augmentation). Miguel was accommodating and wanted students to learn the material. Assignments were informative and it was easy to know what was expected.,"Dec 19th, 2022",3,,CSC485C,nacenta
596,"Made lecture attendance mandatory for marks, despite lectures being useless due to other provided materials. Lab attendance was also mandatory, despite labs usually being copy & paste and void of any useful learning. Extremely stubborn in his unreasonable marking schemes. Unhelpful and difficult during office hours. No passion. Avoid at all costs.","Dec 18th, 2022",3,1,CSC106,nacenta
597,"Easy course for CSC students but might be a little bit hard for other majors. Exams are easy and mostly rely on lab materials. Miguel is a great person although his lecture is boring and pre-lecture videos are soooooooo long. Overall, not a difficult course if you attend lecture and labs.","Dec 17th, 2022",2,,CSC106,nacenta
598,"Miguel was an effective professor for the course. He knew the material and cared about the topic. The course is not a programming course and probably is more suitable. Assignments were well defined and relevant to the course material. I appreciated the percentage examples for assignments (i.e., an assignment that got a 75% would be...).","Dec 6th, 2022",3,,CSC485C,nacenta
599,"Pre-lecture videos that range from 10-50 minutes, making lectures a waste of time. In-person online quizzes twice a week - he takes attendance. Some assignments were difficult, while the others make you think why the hell am I doing this. Labs were usually useful, but the TA's weren't the greatest. An easy class for CSC majors, not so for others.","Nov 15th, 2022",3,2,CSC106,nacenta
600,Nice guy but basically expects you to teach yourself the basics of programming and then demonstrate skills way beyond anything he has taught. Assignments felt like punishments/bait for cheating.,"Oct 21st, 2022",4,1,CSC106,nacenta
601,"condescending when answing questions, responded ie "" it's simple"" Not approachable. Dissapeard for a week before a midterm, didn't tell us why till after and didn't leave to oppertunity to ask qs abt the test. class based on 2-3 hours of video lecturers so irl class was basically useless. Rude, slow returning tests, unclear communication. BAD prof","Apr 7th, 2022",4,1,CSC106,nacenta
602,"I am sure Miguel is a great person and does want his students to succeed however, he does not realize that he is the one standing in the way of that. Assignments are hard to follow and he does not explain them well, often leaving our important information. Overall the worst course I have ever taken and the worst prof I have ever had.","Mar 25th, 2022",3,1,CSC106,nacenta
603,"Miguel is extremely kind and really wants everyone to do well in the course, however, there was a class consensus the assignment was very difficult and unreasonable. The midterms were fairly difficult as well. Again really appreciate Miguel's kindness, he is a great person and truly wants to help.","Mar 6th, 2022",4,2,CSC106,nacenta
604,"I loved taking CSC 485C with Miguel. Assignments were vague, but I found this allowed for more creativity in a very open-ended class. Lectures were amazing, and the readings were well picked and interesting. This class is his area of expertise, which probably helps a lot. This was also his first in-person semester - I'd say it turned out great!","Dec 23rd, 2021",3,,CSC485C,nacenta
605,"The materials are not so bad, and easy to understand. However, the way he explains makes it more complicated than it should be. The tests are not so hard if you understand the materials but the grading is a nightmare, the question is super long but has the same points as the super short one. Also, the question is all or zero without partial marks.","May 19th, 2021",2,2,CSC106,nacenta
606,"Miguel is a super nice dude. The course was laid out well, but some of the assignments were way too complex for an entry-level CSC course (I spent 25hrs on an assignment that was worth 5% of my grade). I think he learned a lot from this course and it should be better in a couple of years. The exams were also a little crazy.","May 1st, 2021",4,,CSC106,nacenta
607,"I was surprised how she would call students out during class. We were all shocked when she made a racist joke towards a student. I felt very uncomfortable during class. A significant amount of the grading for things such as participation, teamwork, and professionalism were left up in the air until after end of term.","May 15th, 2024",2,1,SENG321,danielad
608,"The course workload was heavy, but the grading was done fairly. You would connect with the organization for the project. The weekly quizzes were difficult and required a lot of reading. Fortunately, she allowed us to drop a few lower quizzes. The participation was confusing. You wouldn't get a good mark by simply attending all lectures.","May 5th, 2024",3,,SENG321,danielad
609,"Literally does not understand her own material to the degree that she can effectively communicate it, or at the very least is such a poor communicator that that's what it comes off as.","Sep 29th, 2021",4,1,SENG321,danielad
610,"Terribly disorganized, and honestly did very little in this course. One of her requirements for the course was to... lead the lectures. So 4/12 lectures were led by the students, and 2 or so were guest speakers. What are we even paying for here?","Aug 24th, 2021",4,1,SENG499,danielad
611,"Terrible prof for an interesting class. Zero marking rubrics for anything, in fact, the marking seems almost completely random and based on whether or not she knew who you were and/or liked you. Basically no marks returned for over 2/3rds of the course. Super disorganized and communicated very poorly. Pray you don't have her for this course.","Aug 24th, 2021",3,1,SENG499,danielad
612,"Excellent for learning requirements elicitation, communication, and documentation within a large team or group dynamic. You are paired up with companies around Victoria and given an application to work on, which is very cool.","Jun 1st, 2021",4,,SENG321,danielad
613,"Dana is serious about the material she is teaching, she puts her heart into the course and expects the same from you. If you are interested in the material covered in the course, I am certain you will enjoy her as a prof. If not, you may find the amount of course engagement expected from you a bit overwhelming. PS-She had amazing guest lectures!!","Mar 18th, 2021",3,,SENG421,danielad
614,"Dana is a solid choice. Online learning is tough on both students and professors; she and her TAs were frequently available outside of class to answer questions. Assignments are tough, start early. She responded to the class really well given the amount of unnecessary hate she got online; overall she's a fair teacher and is very kind.","Dec 15th, 2020",3,,SENG265,danielad
615,"I found her quite amazing, she does put in a lot of extra effort into the course compared to other professors. There is always help available when needed.","Dec 14th, 2020",4,,SENG265,danielad
616,"Dr. Damian does not have terrible reviews because this is a ""tough class."" It's because she's a bad prof. I learnt a lot by taking this class, but almost nothing from her. I feel cheated. I just paid $600 to read a bunch of free online documents and waste 3 hours a week in her lectures. The only redeeming thing was the guest speakers.","Dec 4th, 2020",4,1,SENG265,danielad
617,"Worst professor I have had/will have. Can't write/explain a simple line of code and don't know how she got her PHD. Very arrogant, condescending, disrespectful and dismissive to her students. Never gave a direct and clear answer what is covered in the exams & made midterms like assignments(very heavy). When she says ask Q's, what she means is DON'T","Dec 4th, 2020",5,1,SENG265,danielad
618,Enjoyed that we got to hear from people in industry for once in a class to show how school relates to careers. This class definitely takes work but it's a second year engineering course so ya you're gonna have to put in some effort and not expect the prof to hand hold you. But the prof and the TA's are all there outside of class time for any q's.,"Dec 4th, 2020",4,,SENG265,danielad
619,"I dont understand how someone that doesnt know how to code would teach a software development methods course. By far the word professor I have had, useless lectures (literally only reads off slides). Hard exams with no help of preparing what so ever. She also is rude to her students. TA basically did everything for course work related issues","Dec 4th, 2020",4,1,SENG265,danielad
620,"not able to code for lecture even there are student's help. also trying to give as low mark, long exam as possible. discourage student to learn. needed lot of work out of class, teaching myself, as not brave to hear that hit the cap. not sure how she teach other courses, but WILL avoid her class.","Dec 3rd, 2020",4,1,SENG265,danielad
621,Daniela Damian is extremely disrespectful and dismissive to her students. She can't code which is a huge problem when she is teaching it. She should be under review by the department because she should not be representing the University of Victoria.,"Dec 3rd, 2020",5,1,SENG265,danielad
622,Would be great if she didnt cap an amount of times a student could get confused and ask for help. What kind of professor DISCOURAGES learning?,"Dec 3rd, 2020",4,1,SENG310,danielad
623,"Don't take her for seng265 and I will not be taking any of her classes in the future. Always has a rude response or comment when someone is asking a question. Can't code thus cant teach a CODING class. Mabye she is better in-person, but this was without doubt the worst class i have ever taken at Uvic.","Dec 3rd, 2020",5,1,SENG265,danielad
624,By far the worst class I've ever taken. I learned more from the TA in the labs with the lectures being absolute chaos and a complete waste of time. I can't believe I had to spend money on this. Avoid at all costs.,"Nov 30th, 2020",5,1,SENG265,danielad
625,"definitely the worst prof I have ever had. she's rude to students, does not want to put in any effort to help them and just told the class to ""study more"" when the class average was 50% for the first midterm. never take a class with her, even if it means adding an extra semester onto your degree","Nov 29th, 2020",5,1,SENG265,danielad
626,"The content for this class is not unreasonably difficult but the way it was presented to me made it challenging to receive good grades. One of the biggest problems I found was this professor gave us no practice problems, practice tests, or any clear lists of content that would be covered on each test. This made studying a challenge.","Nov 29th, 2020",3,1,SENG265,danielad
627,"Roberto is too kind; he gave an extension for almost every assignment and with the teaching team he regraded all of the midterms after many unhappy emails from students. He is super caring and a lovely professor, which showed throughout the whole semester, especially in lecture. The final exam was much easier than it should've been.","May 25th, 2024",1,,SENG265,rbittencourt
628,"He is a nice and reachable prof. Although I found some lectures and contents were dry, he tried to make students engage in his lectures. The group projects were doable and fun. He provided a set of practice questions that helped us prepare for his exams. The midterms and final were fair.","May 5th, 2024",2,,SENG371,rbittencourt
629,"Amazing prof! I am new to computer science but I excelled in his class. Very receptive to feedback and very accessible for extra help. My only issue with his teaching was that sometimes in the lecture he went through the material too slowly for my liking, but other than that I had a great experience in his class.","Dec 23rd, 2023",2,,CSC115,rbittencourt
630,"This was his first time teaching at UVic, and other than issues with the first assignment and unfair initial midterm grading (that he corrected) he was a great prof. The assignments were clear and fun, and all built on each other. His class was my favorite I took in the term.","Dec 17th, 2023",1,,SENG265,rbittencourt
631,"Roberto followed a pre-made syllabus which he struggled with, but lectures where he did his own thing were exceptionally good. He's caring, passionate, and knowledgeable. He's got some things to improve on still as a professor, but when he gets used to lecturing at UVIC I expect him to be one of the best CSC profs in the whole department.","Dec 14th, 2023",3,,SENG265,rbittencourt
632,"Super nice guy. There were a couple of hiccups in the course, but he resolved them all in a way that was fair for students. Was accessible outside of class and over email and class forum. He understood what he was talking about, and was able to answer questions well.","Dec 14th, 2023",2,,SENG265,rbittencourt
633,"Roberto is great, hopefully he stays at UVic for a long time","Nov 30th, 2023",3,,SENG265,rbittencourt
634,"Good prof, would like to see him again","Nov 7th, 2023",3,,SENG265,rbittencourt
635,"The assignments could have been worded better, but English is not his first language, and I know it will improve in the future. Very approachable, but assignments were a bit too easy.","Oct 5th, 2023",2,,SENG265,rbittencourt
636,Amazing teacher with great organizing and teaching skills. but BEWARE THE EXAM.,"May 7th, 2024",3,,CSC115,aestey
637,"The class average was really high in this course because he is such an amazing prof that there was GENUINE understanding and learning going on. A literal legend I love this man. Assignments were average difficulty, I found the tests pretty easy. If you go to lectures and pay attention, you'll do good in this course guaranteed, office hours help too","May 1st, 2024",3,,CSC115,aestey
638,Loved Esteys classes. The prelecture quizzes did get annoying after a while but they did help with learning the material so I guess they did their job. Class was relatively easy in my opinion,"Apr 24th, 2024",2,,CSC106,aestey
639,"This man is wonderful. I could kiss him on the mouth. He is such a wonderful professor, Im always engaged when he's speaking and he makes things sound so much simpler than they truly are. He is a reasonable grader and understands that you're a real person and things happen, so will be understanding about makeup exams/grades. Would 15/10 recommend.","Apr 21st, 2024",2,,CSC115,aestey
640,"Thoughtful and easy to understand, always makes sure everyone is clear on what is expected of them! super helpful prof.","Apr 20th, 2024",2,,CSC106,aestey
641,Anthony is the best! You can tell he really cares about his students. He explains concepts clearly and makes everything easy to understand even for someone like me who knows nothing about comp sci. Questions on assignments can be a little tricky but exams are super quite easy even for people not in comp sci. Definitely take his class if you can!,"Apr 15th, 2024",2,,CSC106,aestey
642,"Very good prof. He makes the material quite easy to understand, and is a very fair marker. He guides you through the course quite well.","Feb 14th, 2024",1,,CSC115,aestey
643,"Anthony is GOATed. Your UVic experience isn't complete until you've taken one of his courses. Great guy, and even better pedagogy!","Dec 12th, 2023",3,,CSC115,aestey
644,Anthony Estey is a god. I built a shrine for him. He is my favorite teacher out of all of my schooling. Take his class if you can.,"Oct 21st, 2023",2,,CSC115,aestey
645,Dr. Estey was one of the best professors I've ever had. I wish I had him for all my computer science courses.,"Sep 25th, 2023",2,,CSC115,aestey
646,"very helpful, especially the office hours can be very productive","Sep 5th, 2023",2,,CSC110,aestey
647,"The best prof I've ever had. He is understaing, always accessible, helpful, and has great lectures. It is such a shame he doesn't teach upper-level courses currently.","Aug 11th, 2023",3,,CSC110,aestey
648,Anthony is a legend. I was afraid of coding before taking his class but he was so great at making the lectures fun and interesting. He also adds extra office hrs closer to exams which are so helpful. If you are struggling with the course I recommend going to his office hrs as they are very helpful.,"Jul 4th, 2023",3,,CSC115,aestey
649,"Just great, very flexible. Allows you to be creative with how you fulfil class requirements. Too bad he doesn't teach any other of my classes.","Jul 3rd, 2023",1,,CSC130,aestey
650,"I dont care if Anthony is teaching interpretative dance theory - Ill be in that class. Pretty much as close to a god a professor can become. You are setup so well for success it almost feels like youre cheating. It is unfair to Anthony how committed he is, especially when you compare him to other profs who phone it in.","May 2nd, 2023",3,,CSC115,aestey
